traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds,traffic_load,date
268,2025-07-14 06:51:00,Monday,6,Rainy,School Zone,Medium,28,70,13,21,111,2025-07-14
269,2025-09-20 16:29:00,Saturday,16,Foggy,School Zone,Low,10,25,3,6,38,2025-09-20
270,2025-04-29 17:49:00,Tuesday,17,Clear,School Zone,High,70,128,32,88,230,2025-04-29
271,2025-09-06 13:29:00,Saturday,13,Rainy,School Zone,Medium,50,30,12,54,92,2025-09-06
272,2025-09-26 00:57:00,Friday,0,Stormy,School Zone,Medium,47,64,9,57,120,2025-09-26
273,2025-12-15 00:57:00,Monday,0,Stormy,Residential,Low,16,14,0,12,30,2025-12-15
274,2025-09-14 07:51:00,Sunday,7,Clear,Industrial,High,112,130,17,143,259,2025-09-14
275,2025-09-02 20:16:00,Tuesday,20,Cloudy,Highway,High,103,71,23,167,197,2025-09-02
276,2025-01-07 19:56:00,Tuesday,19,Stormy,Highway,High,88,126,31,72,245,2025-01-07
277,2025-11-14 23:18:00,Friday,23,Cloudy,Commercial,Low,10,21,3,13,34,2025-11-14
278,2025-12-14 01:41:00,Sunday,1,Foggy,School Zone,Medium,47,36,11,52,94,2025-12-14
279,2025-03-26 06:51:00,Wednesday,6,Stormy,Industrial,Low,13,15,3,19,31,2025-03-26
280,2025-02-22 23:09:00,Saturday,23,Clear,Residential,Low,12,16,1,19,29,2025-02-22
281,2025-03-13 21:36:00,Thursday,21,Rainy,Commercial,Medium,24,55,12,56,91,2025-03-13
282,2025-02-25 03:32:00,Tuesday,3,Stormy,Industrial,Medium,30,65,9,47,104,2025-02-25
283,2025-05-22 10:50:00,Thursday,10,Stormy,Commercial,Medium,24,54,13,52,91,2025-05-22
284,2025-08-25 03:21:00,Monday,3,Clear,Highway,Low,12,16,2,5,30,2025-08-25
285,2025-10-15 12:05:00,Wednesday,12,Stormy,Commercial,Low,15,13,5,19,33,2025-10-15
286,2025-04-19 11:30:00,Saturday,11,Rainy,Commercial,Low,18,15,3,10,36,2025-04-19
287,2025-09-19 08:43:00,Friday,8,Cloudy,Commercial,Medium,25,62,13,22,100,2025-09-19
288,2025-04-20 04:28:00,Sunday,4,Stormy,School Zone,Low,7,16,4,16,27,2025-04-20
289,2025-10-26 02:10:00,Sunday,2,Stormy,Commercial,Low,13,23,4,8,40,2025-10-26
290,2025-08-03 22:25:00,Sunday,22,Stormy,School Zone,Medium,43,35,7,60,85,2025-08-03
291,2025-11-24 13:19:00,Monday,13,Stormy,Residential,Low,16,10,2,16,28,2025-11-24
292,2025-12-15 03:55:00,Monday,3,Rainy,Industrial,Medium,46,66,9,45,121,2025-12-15
293,2025-08-11 12:01:00,Monday,12,Stormy,Residential,Low,18,22,4,9,44,2025-08-11
294,2025-05-07 01:24:00,Wednesday,1,Foggy,Highway,Low,17,20,3,8,40,2025-05-07
295,2025-07-05 22:00:00,Saturday,22,Foggy,Highway,Low,10,30,2,9,42,2025-07-05
296,2025-09-22 03:06:00,Monday,3,Cloudy,Residential,Medium,44,61,12,38,117,2025-09-22
297,2025-04-10 03:24:00,Thursday,3,Stormy,Residential,Low,17,27,1,20,45,2025-04-10
298,2025-04-26 11:39:00,Saturday,11,Clear,Industrial,Low,10,21,5,9,36,2025-04-26
299,2025-03-25 07:20:00,Tuesday,7,Foggy,Highway,Medium,35,37,7,32,79,2025-03-25
300,2025-12-28 10:44:00,Sunday,10,Stormy,Industrial,High,119,116,21,128,256,2025-12-28
301,2025-02-25 11:46:00,Tuesday,11,Clear,Commercial,Medium,50,44,5,45,99,2025-02-25
302,2025-07-16 07:03:00,Wednesday,7,Cloudy,Commercial,Medium,23,65,8,59,96,2025-07-16
303,2025-04-15 12:46:00,Tuesday,12,Clear,Commercial,Low,13,14,2,10,29,2025-04-15
304,2025-10-15 22:41:00,Wednesday,22,Foggy,Industrial,Low,7,25,0,12,32,2025-10-15
305,2025-11-27 16:04:00,Thursday,16,Cloudy,Industrial,Medium,44,30,14,20,88,2025-11-27
306,2025-04-11 18:25:00,Friday,18,Stormy,School Zone,Medium,41,35,13,30,89,2025-04-11
307,2025-10-11 18:23:00,Saturday,18,Foggy,Highway,High,52,142,38,126,232,2025-10-11
308,2025-02-08 22:54:00,Saturday,22,Rainy,Commercial,Low,10,21,4,6,35,2025-02-08
309,2025-12-13 21:06:00,Saturday,21,Foggy,Commercial,Low,19,14,1,5,34,2025-12-13
310,2025-06-11 19:12:00,Wednesday,19,Foggy,Commercial,High,76,95,30,156,201,2025-06-11
311,2025-12-26 07:06:00,Friday,7,Foggy,Industrial,Medium,47,49,12,56,108,2025-12-26
312,2025-09-30 00:49:00,Tuesday,0,Foggy,Residential,Low,16,14,5,15,35,2025-09-30
313,2025-07-01 12:12:00,Tuesday,12,Cloudy,Residential,Low,5,29,1,18,35,2025-07-01
314,2025-07-16 20:47:00,Wednesday,20,Clear,Residential,High,74,81,38,60,193,2025-07-16
315,2025-07-05 01:02:00,Saturday,1,Foggy,School Zone,Low,11,26,3,5,40,2025-07-05
316,2025-10-01 21:46:00,Wednesday,21,Foggy,School Zone,Medium,24,69,6,41,99,2025-10-01
317,2025-07-29 01:01:00,Tuesday,1,Clear,School Zone,Low,15,30,3,6,48,2025-07-29
318,2025-08-29 09:31:00,Friday,9,Cloudy,Highway,Medium,35,57,14,21,106,2025-08-29
319,2025-02-08 03:31:00,Saturday,3,Clear,Residential,Low,8,17,2,7,27,2025-02-08
320,2025-09-24 01:31:00,Wednesday,1,Cloudy,Residential,Low,18,25,3,6,46,2025-09-24
321,2025-11-25 02:52:00,Tuesday,2,Cloudy,Commercial,Low,14,29,2,18,45,2025-11-25
322,2025-11-28 19:44:00,Friday,19,Clear,Industrial,High,58,86,18,64,162,2025-11-28
323,2025-12-02 16:45:00,Tuesday,16,Rainy,Residential,Low,9,23,0,12,32,2025-12-02
324,2025-08-25 01:53:00,Monday,1,Rainy,Commercial,Low,6,28,4,12,38,2025-08-25
325,2025-01-30 18:22:00,Thursday,18,Rainy,Industrial,Medium,32,47,12,33,91,2025-01-30
326,2025-03-07 20:49:00,Friday,20,Foggy,Residential,Medium,21,59,7,29,87,2025-03-07
327,2025-10-03 22:48:00,Friday,22,Stormy,Commercial,Medium,47,31,11,57,89,2025-10-03
328,2025-03-09 14:55:00,Sunday,14,Stormy,Residential,Medium,31,53,8,23,92,2025-03-09
329,2025-05-06 21:39:00,Tuesday,21,Cloudy,Industrial,Medium,27,41,11,53,79,2025-05-06
330,2025-02-17 16:07:00,Monday,16,Foggy,School Zone,Low,19,30,2,10,51,2025-02-17
331,2025-03-09 08:43:00,Sunday,8,Clear,School Zone,High,77,135,29,79,241,2025-03-09
332,2025-09-05 19:45:00,Friday,19,Cloudy,School Zone,Medium,22,61,9,37,92,2025-09-05
333,2025-12-06 11:14:00,Saturday,11,Clear,Highway,Low,15,13,5,7,33,2025-12-06
334,2025-08-10 07:06:00,Sunday,7,Cloudy,Industrial,High,96,86,27,124,209,2025-08-10
335,2025-08-09 03:45:00,Saturday,3,Rainy,School Zone,Medium,50,49,8,55,107,2025-08-09
336,2025-01-10 14:33:00,Friday,14,Clear,Commercial,Low,8,15,0,18,23,2025-01-10
337,2025-10-07 15:33:00,Tuesday,15,Cloudy,School Zone,Low,9,19,2,8,30,2025-10-07
338,2025-08-06 15:49:00,Wednesday,15,Rainy,School Zone,Medium,47,46,5,37,98,2025-08-06
339,2025-07-06 07:57:00,Sunday,7,Stormy,School Zone,High,85,107,37,107,229,2025-07-06
340,2025-11-07 18:11:00,Friday,18,Clear,Commercial,High,100,84,29,87,213,2025-11-07
341,2025-08-11 09:52:00,Monday,9,Clear,Commercial,High,118,102,27,103,247,2025-08-11
342,2025-02-05 21:57:00,Wednesday,21,Foggy,Highway,Low,5,13,4,9,22,2025-02-05
343,2025-01-08 04:13:00,Wednesday,4,Cloudy,Commercial,Low,6,30,3,15,39,2025-01-08
344,2025-04-14 11:46:00,Monday,11,Rainy,Residential,Low,10,16,0,9,26,2025-04-14
345,2025-08-03 21:51:00,Sunday,21,Cloudy,School Zone,Low,17,24,2,16,43,2025-08-03
346,2025-04-22 03:04:00,Tuesday,3,Foggy,Residential,Low,10,21,1,13,32,2025-04-22
347,2025-01-08 04:10:00,Wednesday,4,Clear,School Zone,Low,9,11,5,11,25,2025-01-08
348,2025-04-08 05:27:00,Tuesday,5,Rainy,Industrial,Low,6,23,5,14,34,2025-04-08
349,2025-07-03 09:40:00,Thursday,9,Foggy,Industrial,High,95,85,23,137,203,2025-07-03
350,2025-05-19 17:57:00,Monday,17,Foggy,Commercial,Medium,29,53,12,40,94,2025-05-19
351,2025-06-06 07:58:00,Friday,7,Stormy,Residential,High,83,142,22,94,247,2025-06-06
352,2025-02-22 06:28:00,Saturday,6,Foggy,School Zone,Low,13,22,4,15,39,2025-02-22
353,2025-03-10 08:58:00,Monday,8,Stormy,Commercial,High,100,149,18,169,267,2025-03-10
354,2025-03-10 15:51:00,Monday,15,Clear,Commercial,Low,14,23,2,14,39,2025-03-10
355,2025-07-09 02:20:00,Wednesday,2,Foggy,Highway,Low,15,30,4,12,49,2025-07-09
356,2025-10-14 06:57:00,Tuesday,6,Foggy,School Zone,Medium,40,51,10,31,101,2025-10-14
357,2025-05-05 16:14:00,Monday,16,Clear,Residential,Low,18,20,4,11,42,2025-05-05
358,2025-06-17 18:38:00,Tuesday,18,Cloudy,Commercial,Medium,35,65,8,37,108,2025-06-17
359,2025-06-28 08:34:00,Saturday,8,Stormy,School Zone,High,108,76,36,128,220,2025-06-28
360,2025-01-15 00:51:00,Wednesday,0,Clear,Commercial,Low,17,20,2,17,39,2025-01-15
361,2025-02-11 04:50:00,Tuesday,4,Clear,Commercial,Low,8,19,1,16,28,2025-02-11
362,2025-01-05 23:14:00,Sunday,23,Cloudy,Commercial,Low,16,16,0,13,32,2025-01-05
363,2025-07-11 16:57:00,Friday,16,Rainy,School Zone,Medium,26,69,12,38,107,2025-07-11
364,2025-05-06 01:12:00,Tuesday,1,Clear,Residential,Medium,25,53,5,52,83,2025-05-06
365,2025-08-17 07:26:00,Sunday,7,Stormy,Industrial,High,83,80,29,81,192,2025-08-17
366,2025-07-11 23:04:00,Friday,23,Cloudy,Residential,Low,9,14,0,16,23,2025-07-11
367,2025-01-13 02:14:00,Monday,2,Clear,School Zone,Low,7,29,4,12,40,2025-01-13
368,2025-10-13 07:38:00,Monday,7,Clear,Highway,High,94,107,30,75,231,2025-10-13
369,2025-12-18 15:01:00,Thursday,15,Cloudy,Residential,Low,5,30,1,15,36,2025-12-18
370,2025-10-07 19:44:00,Tuesday,19,Foggy,School Zone,High,103,142,34,116,279,2025-10-07
371,2025-09-28 07:37:00,Sunday,7,Foggy,Commercial,High,64,73,20,79,157,2025-09-28
372,2025-04-05 13:36:00,Saturday,13,Cloudy,Industrial,Low,11,15,5,5,31,2025-04-05
373,2025-12-31 20:14:00,Wednesday,20,Stormy,Industrial,Medium,38,50,11,56,99,2025-12-31
374,2025-11-05 17:12:00,Wednesday,17,Rainy,Residential,High,118,78,29,178,225,2025-11-05
375,2025-03-10 10:25:00,Monday,10,Cloudy,Industrial,Medium,37,45,13,54,95,2025-03-10
376,2025-06-11 00:33:00,Wednesday,0,Stormy,Highway,Medium,35,58,11,24,104,2025-06-11
377,2025-07-17 11:08:00,Thursday,11,Stormy,Highway,Low,16,24,3,18,43,2025-07-17
378,2025-06-11 12:41:00,Wednesday,12,Rainy,School Zone,Medium,37,52,9,43,98,2025-06-11
379,2025-04-03 03:35:00,Thursday,3,Clear,Residential,Medium,35,60,6,57,101,2025-04-03
380,2025-02-05 01:52:00,Wednesday,1,Stormy,School Zone,Low,11,27,2,15,40,2025-02-05
381,2025-01-03 03:05:00,Friday,3,Stormy,Commercial,Medium,26,43,8,58,77,2025-01-03
382,2025-06-06 12:09:00,Friday,12,Cloudy,Highway,Low,6,25,4,7,35,2025-06-06
383,2025-02-04 17:05:00,Tuesday,17,Foggy,Commercial,Medium,31,67,13,43,111,2025-02-04
384,2025-01-01 11:46:00,Wednesday,11,Stormy,Industrial,Low,7,13,3,15,23,2025-01-01
385,2025-12-20 12:11:00,Saturday,12,Clear,Commercial,Medium,48,45,15,42,108,2025-12-20
386,2025-10-12 13:32:00,Sunday,13,Foggy,Commercial,Medium,29,63,7,41,99,2025-10-12
387,2025-06-28 18:53:00,Saturday,18,Cloudy,School Zone,Medium,36,42,14,44,92,2025-06-28
388,2025-08-09 11:03:00,Saturday,11,Clear,Highway,Low,17,14,0,10,31,2025-08-09
389,2025-02-08 15:39:00,Saturday,15,Stormy,Highway,Low,20,17,4,16,41,2025-02-08
390,2025-08-11 21:37:00,Monday,21,Foggy,Residential,Low,7,25,5,13,37,2025-08-11
391,2025-06-13 04:39:00,Friday,4,Foggy,Commercial,Low,12,10,2,20,24,2025-06-13
392,2025-04-22 12:15:00,Tuesday,12,Stormy,Highway,Medium,37,40,7,29,84,2025-04-22
393,2025-02-03 22:57:00,Monday,22,Rainy,Commercial,Low,16,10,1,6,27,2025-02-03
394,2025-07-27 12:18:00,Sunday,12,Clear,Residential,Medium,41,31,12,51,84,2025-07-27
395,2025-02-01 22:47:00,Saturday,22,Stormy,Residential,Medium,38,33,14,42,85,2025-02-01
396,2025-12-25 10:32:00,Thursday,10,Clear,Industrial,Medium,35,33,6,55,74,2025-12-25
397,2025-06-14 07:48:00,Saturday,7,Foggy,Commercial,Medium,40,51,12,59,103,2025-06-14
398,2025-12-26 18:13:00,Friday,18,Stormy,Highway,High,97,132,40,114,269,2025-12-26
399,2025-04-21 16:01:00,Monday,16,Rainy,Commercial,Low,7,15,3,11,25,2025-04-21
400,2025-08-11 02:42:00,Monday,2,Cloudy,School Zone,Medium,44,58,12,34,114,2025-08-11
401,2025-07-10 23:42:00,Thursday,23,Foggy,Highway,Low,16,24,4,20,44,2025-07-10
402,2025-08-03 13:45:00,Sunday,13,Clear,School Zone,Low,17,15,3,6,35,2025-08-03
403,2025-08-25 22:17:00,Monday,22,Clear,School Zone,Low,16,21,5,6,42,2025-08-25
404,2025-10-08 13:38:00,Wednesday,13,Foggy,School Zone,Low,8,29,3,9,40,2025-10-08
405,2025-08-01 03:35:00,Friday,3,Clear,Residential,Low,16,15,0,14,31,2025-08-01
406,2025-02-13 12:38:00,Thursday,12,Stormy,Highway,Low,12,21,1,16,34,2025-02-13
407,2025-05-30 23:13:00,Friday,23,Stormy,Residential,Low,11,24,1,16,36,2025-05-30
408,2025-06-19 03:58:00,Thursday,3,Clear,Highway,Low,11,20,5,8,36,2025-06-19
409,2025-03-26 21:06:00,Wednesday,21,Clear,Commercial,Low,9,14,0,16,23,2025-03-26
410,2025-02-08 02:52:00,Saturday,2,Cloudy,Highway,Low,6,25,0,15,31,2025-02-08
411,2025-07-14 20:58:00,Monday,20,Foggy,Highway,High,87,117,39,88,243,2025-07-14
412,2025-07-24 21:31:00,Thursday,21,Clear,Industrial,Medium,50,36,6,56,92,2025-07-24
413,2025-05-29 11:44:00,Thursday,11,Cloudy,School Zone,Low,6,26,1,6,33,2025-05-29
414,2025-05-15 20:40:00,Thursday,20,Cloudy,Residential,Medium,39,54,13,55,106,2025-05-15
415,2025-03-16 03:37:00,Sunday,3,Stormy,School Zone,Medium,28,64,12,38,104,2025-03-16
416,2025-04-17 02:22:00,Thursday,2,Cloudy,School Zone,Low,8,24,3,16,35,2025-04-17
417,2025-02-23 22:48:00,Sunday,22,Rainy,Highway,Low,14,16,2,12,32,2025-02-23
418,2025-03-21 15:23:00,Friday,15,Cloudy,Industrial,Low,18,25,4,18,47,2025-03-21
419,2025-07-10 07:12:00,Thursday,7,Rainy,School Zone,High,99,99,22,147,220,2025-07-10
420,2025-01-15 03:47:00,Wednesday,3,Cloudy,Industrial,Medium,31,70,7,31,108,2025-01-15
421,2025-05-01 11:23:00,Thursday,11,Clear,School Zone,Low,5,14,1,6,20,2025-05-01
422,2025-07-31 09:39:00,Thursday,9,Foggy,Highway,High,79,111,37,159,227,2025-07-31
423,2025-01-17 11:04:00,Friday,11,Rainy,Commercial,Low,5,19,3,15,27,2025-01-17
424,2025-07-19 11:40:00,Saturday,11,Stormy,School Zone,Low,8,26,4,19,38,2025-07-19
425,2025-11-30 02:17:00,Sunday,2,Stormy,Industrial,Low,18,23,5,7,46,2025-11-30
426,2025-06-01 13:22:00,Sunday,13,Cloudy,School Zone,Low,5,15,1,8,21,2025-06-01
427,2025-01-26 05:47:00,Sunday,5,Cloudy,Highway,Low,19,16,2,19,37,2025-01-26
428,2025-09-06 09:33:00,Saturday,9,Clear,Highway,Medium,48,44,11,32,103,2025-09-06
429,2025-12-31 14:27:00,Wednesday,14,Rainy,Highway,Low,12,29,5,12,46,2025-12-31
430,2025-09-05 07:58:00,Friday,7,Clear,School Zone,High,66,138,40,98,244,2025-09-05
431,2025-02-26 17:30:00,Wednesday,17,Cloudy,Highway,Medium,36,59,9,43,104,2025-02-26
432,2025-06-11 07:55:00,Wednesday,7,Clear,Residential,High,116,102,26,172,244,2025-06-11
433,2025-08-14 00:40:00,Thursday,0,Stormy,Highway,Low,16,10,0,20,26,2025-08-14
434,2025-01-22 09:11:00,Wednesday,9,Cloudy,Highway,High,56,107,35,120,198,2025-01-22
435,2025-03-08 20:33:00,Saturday,20,Stormy,Highway,High,82,131,38,179,251,2025-03-08
436,2025-03-02 00:15:00,Sunday,0,Stormy,Residential,Low,5,21,0,17,26,2025-03-02
437,2025-02-07 12:42:00,Friday,12,Stormy,Industrial,Low,13,17,4,16,34,2025-02-07
438,2025-12-19 04:18:00,Friday,4,Cloudy,Residential,Low,8,23,5,12,36,2025-12-19
439,2025-02-03 04:45:00,Monday,4,Stormy,Residential,Low,6,21,0,17,27,2025-02-03
440,2025-06-17 18:45:00,Tuesday,18,Cloudy,Industrial,High,88,131,36,99,255,2025-06-17
441,2025-11-23 00:54:00,Sunday,0,Clear,School Zone,Low,15,10,1,11,26,2025-11-23
442,2025-10-06 20:37:00,Monday,20,Cloudy,Industrial,High,52,108,22,60,182,2025-10-06
443,2025-12-16 21:20:00,Tuesday,21,Rainy,Commercial,Medium,33,36,14,39,83,2025-12-16
444,2025-06-09 13:36:00,Monday,13,Cloudy,Commercial,Low,18,17,4,13,39,2025-06-09
445,2025-04-25 20:22:00,Friday,20,Rainy,Residential,High,77,126,27,60,230,2025-04-25
446,2025-04-23 17:33:00,Wednesday,17,Clear,School Zone,High,92,143,22,172,257,2025-04-23
447,2025-03-27 20:07:00,Thursday,20,Clear,Industrial,Medium,32,70,8,29,110,2025-03-27
448,2025-10-06 10:08:00,Monday,10,Foggy,Industrial,High,74,136,15,94,225,2025-10-06
449,2025-09-20 07:23:00,Saturday,7,Cloudy,School Zone,High,63,82,28,163,173,2025-09-20
450,2025-11-02 18:19:00,Sunday,18,Rainy,Residential,High,83,108,26,148,217,2025-11-02
451,2025-04-07 21:07:00,Monday,21,Foggy,Industrial,Low,14,24,2,6,40,2025-04-07
452,2025-03-01 02:31:00,Saturday,2,Cloudy,Commercial,Medium,27,67,11,60,105,2025-03-01
453,2025-04-24 12:25:00,Thursday,12,Cloudy,Commercial,Low,10,15,2,16,27,2025-04-24
454,2025-04-07 23:35:00,Monday,23,Stormy,School Zone,Low,20,30,1,7,51,2025-04-07
455,2025-06-10 15:54:00,Tuesday,15,Stormy,Industrial,Medium,22,68,10,46,100,2025-06-10
456,2025-10-29 11:58:00,Wednesday,11,Foggy,Residential,Medium,49,56,8,59,113,2025-10-29
457,2025-12-14 16:55:00,Sunday,16,Cloudy,Commercial,Medium,44,64,7,20,115,2025-12-14
458,2025-03-13 03:39:00,Thursday,3,Cloudy,Highway,Low,19,26,5,16,50,2025-03-13
459,2025-12-28 14:37:00,Sunday,14,Cloudy,School Zone,Medium,28,33,11,45,72,2025-12-28
460,2025-10-14 21:07:00,Tuesday,21,Clear,Residential,Low,18,12,3,19,33,2025-10-14
461,2025-07-07 11:01:00,Monday,11,Stormy,Residential,Low,13,19,0,14,32,2025-07-07
462,2025-06-25 00:32:00,Wednesday,0,Cloudy,Commercial,Medium,32,64,11,57,107,2025-06-25
463,2025-11-05 16:17:00,Wednesday,16,Rainy,Industrial,Medium,20,44,14,45,78,2025-11-05
464,2025-01-08 06:57:00,Wednesday,6,Stormy,School Zone,Low,16,10,0,6,26,2025-01-08
465,2025-11-25 08:03:00,Tuesday,8,Rainy,Highway,High,115,138,35,155,288,2025-11-25
466,2025-07-07 11:48:00,Monday,11,Cloudy,Commercial,Medium,23,32,8,42,63,2025-07-07
467,2025-08-25 01:19:00,Monday,1,Rainy,Industrial,Low,5,22,1,16,28,2025-08-25
468,2025-07-06 23:29:00,Sunday,23,Clear,Commercial,Low,11,19,5,5,35,2025-07-06
469,2025-11-13 05:07:00,Thursday,5,Cloudy,Industrial,Low,15,18,1,9,34,2025-11-13
470,2025-01-16 17:04:00,Thursday,17,Stormy,Commercial,High,114,143,33,107,290,2025-01-16
471,2025-02-16 23:01:00,Sunday,23,Clear,School Zone,Low,10,26,1,7,37,2025-02-16
472,2025-01-28 07:28:00,Tuesday,7,Rainy,School Zone,High,76,141,30,119,247,2025-01-28
473,2025-05-21 21:15:00,Wednesday,21,Stormy,Commercial,Low,6,15,1,15,22,2025-05-21
474,2025-11-08 15:13:00,Saturday,15,Cloudy,Residential,Low,14,16,1,17,31,2025-11-08
475,2025-05-20 07:58:00,Tuesday,7,Stormy,Commercial,High,77,101,31,176,209,2025-05-20
476,2025-08-26 17:12:00,Tuesday,17,Stormy,Commercial,High,76,148,20,118,244,2025-08-26
477,2025-10-03 07:05:00,Friday,7,Stormy,Highway,High,73,129,32,125,234,2025-10-03
478,2025-02-11 14:50:00,Tuesday,14,Clear,Industrial,Medium,47,63,9,35,119,2025-02-11
479,2025-01-11 08:38:00,Saturday,8,Foggy,School Zone,High,68,138,34,60,240,2025-01-11
480,2025-01-28 06:43:00,Tuesday,6,Clear,Commercial,Low,17,18,4,13,39,2025-01-28
481,2025-01-28 19:57:00,Tuesday,19,Cloudy,Highway,High,111,90,25,179,226,2025-01-28
482,2025-02-09 10:23:00,Sunday,10,Stormy,Commercial,High,102,145,31,147,278,2025-02-09
483,2025-06-21 05:12:00,Saturday,5,Stormy,Highway,Low,6,23,1,10,30,2025-06-21
484,2025-04-01 10:30:00,Tuesday,10,Foggy,Industrial,Medium,42,51,13,40,106,2025-04-01
485,2025-06-23 15:46:00,Monday,15,Clear,School Zone,Low,9,24,3,10,36,2025-06-23
486,2025-07-17 18:46:00,Thursday,18,Clear,Industrial,Medium,28,68,9,58,105,2025-07-17
487,2025-01-30 14:52:00,Thursday,14,Foggy,Highway,Medium,24,30,12,20,66,2025-01-30
488,2025-08-21 00:35:00,Thursday,0,Foggy,Residential,Low,11,10,3,5,24,2025-08-21
489,2025-12-22 12:49:00,Monday,12,Rainy,Industrial,Low,8,11,3,15,22,2025-12-22
490,2025-07-06 23:32:00,Sunday,23,Rainy,Commercial,Low,13,23,2,7,38,2025-07-06
491,2025-07-16 17:41:00,Wednesday,17,Rainy,Commercial,High,53,97,21,154,171,2025-07-16
492,2025-05-18 04:07:00,Sunday,4,Rainy,School Zone,Medium,49,57,10,59,116,2025-05-18
493,2025-10-28 16:17:00,Tuesday,16,Rainy,Industrial,Low,17,22,1,19,40,2025-10-28
494,2025-01-31 18:45:00,Friday,18,Foggy,School Zone,High,119,145,26,97,290,2025-01-31
495,2025-06-10 22:37:00,Tuesday,22,Cloudy,School Zone,Medium,20,40,5,36,65,2025-06-10
496,2025-08-08 18:15:00,Friday,18,Rainy,Highway,High,51,85,22,172,158,2025-08-08
497,2025-08-13 15:16:00,Wednesday,15,Rainy,School Zone,Low,15,21,0,20,36,2025-08-13
498,2025-08-28 18:47:00,Thursday,18,Rainy,Commercial,High,107,99,27,117,233,2025-08-28
499,2025-11-24 10:45:00,Monday,10,Cloudy,Residential,Medium,39,42,12,39,93,2025-11-24
500,2025-12-01 06:05:00,Monday,6,Foggy,Residential,Low,10,24,1,17,35,2025-12-01
501,2025-06-22 13:18:00,Sunday,13,Clear,Residential,Low,18,30,0,12,48,2025-06-22
502,2025-08-09 09:25:00,Saturday,9,Rainy,School Zone,High,72,131,30,60,233,2025-08-09
503,2025-04-21 11:50:00,Monday,11,Cloudy,Highway,Medium,50,54,13,39,117,2025-04-21
504,2025-01-19 21:26:00,Sunday,21,Clear,Highway,Medium,49,53,13,22,115,2025-01-19
505,2025-03-20 03:12:00,Thursday,3,Rainy,Highway,Low,11,30,1,13,42,2025-03-20
506,2025-09-25 18:55:00,Thursday,18,Cloudy,School Zone,Medium,42,49,6,54,97,2025-09-25
507,2025-11-27 17:34:00,Thursday,17,Cloudy,Commercial,Medium,50,39,12,22,101,2025-11-27
508,2025-02-27 02:44:00,Thursday,2,Clear,Highway,Low,10,24,0,12,34,2025-02-27
509,2025-07-25 11:49:00,Friday,11,Rainy,Highway,Medium,25,41,13,23,79,2025-07-25
510,2025-08-08 21:27:00,Friday,21,Cloudy,Residential,Low,6,26,1,20,33,2025-08-08
511,2025-08-04 12:21:00,Monday,12,Stormy,Highway,Medium,31,49,5,29,85,2025-08-04
512,2025-05-11 20:14:00,Sunday,20,Rainy,School Zone,High,87,87,37,157,211,2025-05-11
513,2025-03-20 07:22:00,Thursday,7,Rainy,School Zone,Medium,29,64,11,39,104,2025-03-20
514,2025-03-06 04:57:00,Thursday,4,Foggy,Highway,Low,13,27,3,16,43,2025-03-06
515,2025-02-27 19:34:00,Thursday,19,Foggy,Highway,High,111,82,28,167,221,2025-02-27
516,2025-06-20 12:33:00,Friday,12,Foggy,Highway,Low,7,18,1,10,26,2025-06-20
517,2025-09-05 03:02:00,Friday,3,Rainy,Residential,Low,20,12,3,20,35,2025-09-05
518,2025-04-25 04:41:00,Friday,4,Clear,Commercial,Low,10,16,5,6,31,2025-04-25
519,2025-11-16 09:02:00,Sunday,9,Cloudy,Residential,High,82,150,34,118,266,2025-11-16
520,2025-10-04 11:30:00,Saturday,11,Clear,Industrial,Low,5,14,4,12,23,2025-10-04
521,2025-08-29 07:59:00,Friday,7,Clear,Residential,High,103,107,37,112,247,2025-08-29
522,2025-04-27 21:00:00,Sunday,21,Stormy,School Zone,Medium,32,36,10,55,78,2025-04-27
523,2025-12-07 15:30:00,Sunday,15,Stormy,School Zone,Medium,24,60,10,33,94,2025-12-07
524,2025-12-15 22:00:00,Monday,22,Foggy,Commercial,Low,20,11,4,12,35,2025-12-15
525,2025-04-18 14:15:00,Friday,14,Rainy,Industrial,Low,17,12,1,13,30,2025-04-18
526,2025-11-26 21:35:00,Wednesday,21,Cloudy,School Zone,Medium,46,38,15,54,99,2025-11-26
527,2025-07-19 01:09:00,Saturday,1,Foggy,Residential,Low,8,20,5,14,33,2025-07-19
528,2025-08-04 03:55:00,Monday,3,Stormy,Commercial,Low,20,25,1,9,46,2025-08-04
529,2025-07-16 21:04:00,Wednesday,21,Clear,School Zone,Low,20,18,0,12,38,2025-07-16
530,2025-07-29 05:54:00,Tuesday,5,Foggy,Residential,Low,6,12,5,8,23,2025-07-29
531,2025-12-14 16:39:00,Sunday,16,Foggy,Industrial,Medium,25,67,8,39,100,2025-12-14
532,2025-09-21 03:21:00,Sunday,3,Clear,Residential,Low,8,19,1,20,28,2025-09-21
533,2025-11-09 04:24:00,Sunday,4,Stormy,Highway,Low,7,12,4,7,23,2025-11-09
534,2025-01-14 18:45:00,Tuesday,18,Clear,Commercial,High,82,91,30,105,203,2025-01-14
535,2025-01-13 00:58:00,Monday,0,Cloudy,Highway,Low,18,26,2,14,46,2025-01-13
